country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh,Year,Month,Day,Hour,Day_of_Week,Season
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-07-01 23:00:00.000000000,16.509717,80.612222,PM10,48.0,87.0,66.0,56,Moderate,23.2,69.2,13.5,2026,7,1,23,2,Summer
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-01 23:00:00.000000000,16.536107,80.594233,NO2,14.0,23.0,17.0,22,Good,36.0,38.0,18.9,2026,7,1,23,2,Summer
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-01 23:00:00.000000000,16.536107,80.594233,NH3,3.0,5.0,4.0,39,Good,26.9,65.0,11.3,2026,7,1,23,2,Summer
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-07-01 23:00:00.000000000,16.554731,80.64911,NH3,4.0,6.0,5.0,19,Good,31.3,31.0,19.1,2026,7,1,23,2,Summer
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-07-01 23:00:00.000000000,17.72,83.3,PM2.5,13.0,97.0,44.0,25,Good,16.4,36.9,13.2,2026,7,1,23,2,Summer
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-07-01 23:00:00.000000000,17.72,83.3,NH3,3.0,3.0,3.0,27,Good,24.7,69.4,15.9,2026,7,1,23,2,Summer
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2026-07-01 23:00:00.000000000,27.103358,93.679645,NH3,1.0,1.0,1.0,25,Good,25.0,71.4,3.2,2026,7,1,23,2,Summer
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2026-07-01 23:00:00.000000000,27.103358,93.679645,SO2,10.0,17.0,12.0,27,Good,30.2,58.9,0.3,2026,7,1,23,2,Summer
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-07-01 23:00:00.000000000,26.071318,91.87488,PM10,58.0,120.0,80.0,74,Moderate,30.2,40.9,29.8,2026,7,1,23,2,Summer
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.10887,91.589544,CO,36.0,45.0,40.0,46,Good,36.6,56.2,26.8,2026,7,1,23,2,Summer
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.181742,91.78063,NO2,3.0,3.0,3.0,19,Good,18.1,69.1,2.4,2026,7,1,23,2,Summer
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.2028636,91.70046436,NO2,1.0,3.0,2.0,47,Good,19.7,46.4,18.7,2026,7,1,23,2,Summer
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.2028636,91.70046436,NH3,5.0,5.0,5.0,16,Good,26.0,63.3,20.1,2026,7,1,23,2,Summer
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.2028636,91.70046436,SO2,40.0,43.0,41.0,10,Good,25.6,88.2,27.3,2026,7,1,23,2,Summer
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.2028636,91.70046436,OZONE,1.0,16.0,6.0,13,Good,23.2,55.8,9.6,2026,7,1,23,2,Summer
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.1875,91.744194,NH3,1.0,1.0,1.0,21,Good,23.1,85.4,21.7,2026,7,1,23,2,Summer
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-01 23:00:00.000000000,26.1875,91.744194,SO2,29.0,32.0,31.0,31,Good,39.2,90.5,19.2,2026,7,1,23,2,Summer
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-07-01 23:00:00.000000000,26.349082,92.68449,PM2.5,43.0,77.0,63.0,98,Moderate,38.3,55.5,20.0,2026,7,1,23,2,Summer
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-07-01 23:00:00.000000000,26.349082,92.68449,NO2,1.0,5.0,1.0,36,Good,21.4,31.7,18.1,2026,7,1,23,2,Summer
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-07-01 23:00:00.000000000,24.82827,92.79525,NO2,17.0,17.0,17.0,49,Good,25.4,41.8,13.3,2026,7,1,23,2,Summer
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-01 23:00:00.000000000,22.06631475,83.33820077,PM10,15.0,104.0,32.0,50,Good,32.2,65.1,12.0,2026,7,1,23,2,Summer
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-01 23:00:00.000000000,22.06631475,83.33820077,NH3,1.0,2.0,1.0,48,Good,34.1,64.1,19.9,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-07-01 23:00:00.000000000,28.63611,77.173332,NO2,,,,452,Hazardous,25.8,39.5,2.4,2026,7,1,23,2,Summer
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.493624,77.201159,SO2,2.0,4.0,3.0,47,Good,28.2,81.3,13.2,2026,7,1,23,2,Summer
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.540721,77.168544,PM10,13.0,141.0,84.0,64,Moderate,20.4,45.6,5.8,2026,7,1,23,2,Summer
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.540721,77.168544,NH3,0.0,8.0,2.0,0,Good,36.6,81.9,17.2,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Alipur, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.815329,77.15301,SO2,2.0,4.0,3.0,10,Good,26.2,91.4,2.2,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.822836,77.101981,NH3,6.0,14.0,9.0,37,Good,21.4,52.6,0.4,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.62181,77.1944633,PM2.5,42.0,105.0,76.0,58,Moderate,38.4,33.1,23.2,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.615828,77.271992,PM10,52.0,119.0,89.0,82,Moderate,22.3,52.0,9.9,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.615828,77.271992,NH3,0.0,8.0,3.0,6,Good,26.2,54.7,28.5,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.594169,77.1251,NO2,19.0,65.0,27.0,10,Good,27.9,85.6,3.6,2026,7,1,23,2,Summer
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026-07-01 23:00:00.000000000,28.594004,76.909423,PM10,81.0,152.0,113.0,101,Unhealthy for Sensitive Groups,22.5,36.0,20.8,2026,7,1,23,2,Summer
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-07-01 23:00:00.000000000,26.987634,94.636574,PM2.5,10.0,17.0,13.0,42,Good,28.6,62.0,14.5,2026,7,1,23,2,Summer
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-07-01 23:00:00.000000000,26.987634,94.636574,PM10,24.0,38.0,28.0,45,Good,38.2,48.7,7.7,2026,7,1,23,2,Summer
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-07-01 23:00:00.000000000,26.987634,94.636574,OZONE,26.0,50.0,36.0,1,Good,18.8,90.8,6.7,2026,7,1,23,2,Summer
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-07-01 23:00:00.000000000,26.146529,87.454184,PM2.5,42.0,140.0,63.0,75,Moderate,26.2,62.1,26.1,2026,7,1,23,2,Summer
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-01 23:00:00.000000000,25.5626095,84.663264,PM2.5,20.0,110.0,62.0,60,Moderate,24.5,38.6,7.5,2026,7,1,23,2,Summer
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-01 23:00:00.000000000,25.5626095,84.663264,NO2,6.0,9.0,7.0,12,Good,19.4,66.4,7.0,2026,7,1,23,2,Summer
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-01 23:00:00.000000000,25.5626095,84.663264,NH3,2.0,2.0,2.0,14,Good,23.7,37.6,16.5,2026,7,1,23,2,Summer
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2026-07-01 23:00:00.000000000,24.75746,84.366208,PM2.5,,,,314,Hazardous,17.7,89.5,7.8,2026,7,1,23,2,Summer
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2026-07-01 23:00:00.000000000,25.42742023,86.13886079,PM2.5,15.0,50.0,32.0,36,Good,39.3,87.2,17.5,2026,7,1,23,2,Summer
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2026-07-01 23:00:00.000000000,25.42742023,86.13886079,PM10,23.0,133.0,80.0,65,Moderate,33.0,58.9,7.8,2026,7,1,23,2,Summer
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-07-01 23:00:00.000000000,25.265194,87.012947,NH3,0.0,5.0,2.0,16,Good,35.5,57.1,15.4,2026,7,1,23,2,Summer
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-07-01 23:00:00.000000000,25.265194,87.012947,OZONE,6.0,75.0,22.0,32,Good,18.0,31.0,9.3,2026,7,1,23,2,Summer
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",2026-07-01 23:00:00.000000000,25.251013,86.989001,SO2,9.0,38.0,24.0,46,Good,19.0,89.6,15.9,2026,7,1,23,2,Summer
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2026-07-01 23:00:00.000000000,26.1403345,85.3650192,NH3,0.0,0.0,0.0,25,Good,38.9,84.0,14.8,2026,7,1,23,2,Summer
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.586562,85.043586,NH3,9.0,10.0,9.0,38,Good,27.9,53.4,11.6,2026,7,1,23,2,Summer
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.586562,85.043586,CO,38.0,48.0,42.0,27,Good,23.5,79.6,3.0,2026,7,1,23,2,Summer
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.586562,85.043586,OZONE,11.0,28.0,15.0,16,Good,19.8,47.0,0.3,2026,7,1,23,2,Summer
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.599486,85.113666,SO2,6.0,12.0,8.0,50,Good,32.7,41.0,16.2,2026,7,1,23,2,Summer
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.610369,85.132568,NH3,,,,488,Hazardous,30.6,68.2,6.5,2026,7,1,23,2,Summer
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.610369,85.132568,SO2,14.0,22.0,18.0,25,Good,26.8,51.8,26.8,2026,7,1,23,2,Summer
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.610369,85.132568,OZONE,59.0,60.0,59.0,72,Moderate,24.1,75.7,15.2,2026,7,1,23,2,Summer
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.596727,85.085624,NO2,17.0,18.0,18.0,24,Good,17.0,68.4,19.1,2026,7,1,23,2,Summer
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.619651,85.147382,PM2.5,,,,326,Hazardous,29.9,35.3,0.5,2026,7,1,23,2,Summer
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.619651,85.147382,PM10,,,,415,Hazardous,30.4,66.2,24.7,2026,7,1,23,2,Summer
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.619651,85.147382,SO2,,,,317,Hazardous,30.2,46.2,28.6,2026,7,1,23,2,Summer
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2026-07-01 23:00:00.000000000,25.619651,85.147382,OZONE,16.0,94.0,55.0,72,Moderate,30.7,54.1,13.0,2026,7,1,23,2,Summer
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-07-01 23:00:00.000000000,25.0328,85.41948,OZONE,15.0,45.0,29.0,18,Good,33.0,63.1,18.6,2026,7,1,23,2,Summer
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2026-07-01 23:00:00.000000000,25.859655,85.77944,CO,2.0,4.0,3.0,48,Good,39.2,66.9,27.4,2026,7,1,23,2,Summer
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2026-07-01 23:00:00.000000000,25.859655,85.77944,OZONE,6.0,9.0,8.0,19,Good,23.0,78.5,24.0,2026,7,1,23,2,Summer
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2026-07-01 23:00:00.000000000,26.2271665,84.3570427,PM2.5,7.0,78.0,50.0,43,Good,37.2,44.4,4.3,2026,7,1,23,2,Summer
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2026-07-01 23:00:00.000000000,26.2271665,84.3570427,NO2,2.0,2.0,2.0,5,Good,33.5,35.3,9.5,2026,7,1,23,2,Summer
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-01 23:00:00.000000000,30.751462,76.762879,PM10,,,,327,Hazardous,31.5,87.3,8.8,2026,7,1,23,2,Summer
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2026-07-01 23:00:00.000000000,30.719859,76.738637,SO2,,,,373,Hazardous,38.5,76.4,18.3,2026,7,1,23,2,Summer
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2026-07-01 23:00:00.000000000,30.719859,76.738637,OZONE,4.0,32.0,20.0,4,Good,15.7,53.2,29.3,2026,7,1,23,2,Summer
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-07-01 23:00:00.000000000,30.735567,76.775714,PM2.5,5.0,68.0,17.0,36,Good,28.3,56.8,24.6,2026,7,1,23,2,Summer
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-07-01 23:00:00.000000000,30.735567,76.775714,SO2,4.0,7.0,6.0,22,Good,32.5,45.2,30.0,2026,7,1,23,2,Summer
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2026-07-01 23:00:00.000000000,21.185571,81.343175,PM10,8.0,25.0,13.0,16,Good,34.9,89.9,12.7,2026,7,1,23,2,Summer
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2026-07-01 23:00:00.000000000,21.185571,81.343175,NH3,1.0,2.0,1.0,42,Good,17.9,64.6,27.0,2026,7,1,23,2,Summer
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-07-01 23:00:00.000000000,21.194815,81.31477,CO,5.0,12.0,9.0,35,Good,22.6,91.6,0.3,2026,7,1,23,2,Summer
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-07-01 23:00:00.000000000,25.560083,87.553265,CO,70.0,85.0,78.0,75,Moderate,22.7,85.1,21.5,2026,7,1,23,2,Summer
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-07-01 23:00:00.000000000,26.0881305,87.93840336,NO2,7.0,8.0,7.0,44,Good,38.6,85.6,13.5,2026,7,1,23,2,Summer
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-07-01 23:00:00.000000000,26.0881305,87.93840336,OZONE,33.0,37.0,34.0,6,Good,30.9,34.8,4.0,2026,7,1,23,2,Summer
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-07-01 23:00:00.000000000,27.308328,84.531742,NO2,2.0,7.0,4.0,48,Good,25.4,80.1,5.0,2026,7,1,23,2,Summer
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-07-01 23:00:00.000000000,27.308328,84.531742,NH3,,,,343,Hazardous,20.8,56.2,26.0,2026,7,1,23,2,Summer
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-07-01 23:00:00.000000000,26.63086,84.90051,PM2.5,,,,473,Hazardous,18.3,61.9,3.2,2026,7,1,23,2,Summer
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-07-01 23:00:00.000000000,26.63086,84.90051,SO2,3.0,3.0,3.0,44,Good,26.1,84.4,15.7,2026,7,1,23,2,Summer
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-07-01 23:00:00.000000000,26.63086,84.90051,OZONE,53.0,57.0,55.0,59,Moderate,22.5,72.9,28.0,2026,7,1,23,2,Summer
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-01 23:00:00.000000000,25.376776,86.471523,NH3,3.0,3.0,3.0,5,Good,21.1,78.9,27.0,2026,7,1,23,2,Summer
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-01 23:00:00.000000000,25.376776,86.471523,SO2,25.0,33.0,29.0,23,Good,26.3,64.5,29.5,2026,7,1,23,2,Summer
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-01 23:00:00.000000000,25.376776,86.471523,OZONE,1.0,6.0,2.0,42,Good,19.6,46.4,2.7,2026,7,1,23,2,Summer
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",2026-07-01 23:00:00.000000000,25.204762,85.51496,OZONE,1.0,2.0,2.0,32,Good,30.6,87.8,12.3,2026,7,1,23,2,Summer
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-07-01 23:00:00.000000000,25.56752,83.966379,PM2.5,17.0,500.0,151.0,198,Unhealthy,39.6,46.2,28.9,2026,7,1,23,2,Summer
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-07-01 23:00:00.000000000,25.7808257,84.7446768,NO2,2.0,3.0,2.0,1,Good,37.0,74.9,10.0,2026,7,1,23,2,Summer
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-07-01 23:00:00.000000000,25.7808257,84.7446768,SO2,21.0,23.0,21.0,45,Good,19.5,86.8,13.6,2026,7,1,23,2,Summer
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-07-01 23:00:00.000000000,25.7808257,84.7446768,CO,83.0,103.0,99.0,66,Moderate,20.1,86.4,29.1,2026,7,1,23,2,Summer
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-07-01 23:00:00.000000000,24.7955,84.9994,OZONE,28.0,28.0,28.0,33,Good,30.8,50.2,14.3,2026,7,1,23,2,Summer
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-01 23:00:00.000000000,24.762518,84.982348,SO2,7.0,9.0,8.0,45,Good,34.3,48.0,29.3,2026,7,1,23,2,Summer
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-07-01 23:00:00.000000000,24.792403,84.992416,PM2.5,10.0,87.0,39.0,9,Good,26.6,66.1,14.8,2026,7,1,23,2,Summer
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-07-01 23:00:00.000000000,24.792403,84.992416,NH3,0.0,1.0,1.0,14,Good,17.7,55.8,29.9,2026,7,1,23,2,Summer
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-07-01 23:00:00.000000000,16.5150833,80.5181667,PM10,26.0,103.0,52.0,68,Moderate,16.5,60.8,24.9,2026,7,1,23,2,Summer
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-07-01 23:00:00.000000000,16.5150833,80.5181667,OZONE,26.0,36.0,31.0,30,Good,37.8,88.3,29.9,2026,7,1,23,2,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-07-01 23:00:00.000000000,14.675886,77.593027,NO2,14.0,29.0,18.0,32,Good,37.2,91.5,12.7,2026,7,1,23,2,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-07-01 23:00:00.000000000,14.675886,77.593027,NH3,3.0,6.0,3.0,38,Good,31.9,37.4,3.7,2026,7,1,23,2,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-07-01 23:00:00.000000000,14.675886,77.593027,CO,24.0,29.0,27.0,12,Good,35.4,94.1,6.8,2026,7,1,23,2,Summer
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-01 23:00:00.000000000,16.711754,81.092095,PM10,54.0,71.0,64.0,94,Moderate,38.6,74.1,2.4,2026,7,1,23,2,Summer
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-01 23:00:00.000000000,16.711754,81.092095,NH3,3.0,7.0,5.0,14,Good,17.3,55.5,24.2,2026,7,1,23,2,Summer
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-01 23:00:00.000000000,16.711754,81.092095,SO2,7.0,16.0,12.0,12,Good,23.4,58.1,13.5,2026,7,1,23,2,Summer
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-07-01 23:00:00.000000000,14.465052,78.824187,PM10,44.0,56.0,53.0,99,Moderate,21.7,44.9,21.0,2026,7,1,23,2,Summer
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-07-01 23:00:00.000000000,14.465052,78.824187,NO2,28.0,35.0,31.0,44,Good,27.7,31.2,7.1,2026,7,1,23,2,Summer
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",2026-07-01 23:00:00.000000000,22.08815,82.13737,NO2,15.0,19.0,17.0,16,Good,38.0,84.7,18.1,2026,7,1,23,2,Summer
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",2026-07-01 23:00:00.000000000,22.08815,82.13737,NH3,,,,374,Hazardous,24.9,74.5,27.6,2026,7,1,23,2,Summer
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-07-01 23:00:00.000000000,22.12665,83.483212,PM2.5,12.0,27.0,19.0,40,Good,33.7,67.5,25.0,2026,7,1,23,2,Summer
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-07-01 23:00:00.000000000,22.12665,83.483212,NO2,5.0,17.0,8.0,26,Good,21.3,30.3,18.2,2026,7,1,23,2,Summer
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-07-01 23:00:00.000000000,22.12665,83.483212,SO2,0.0,17.0,8.0,25,Good,15.8,60.6,7.4,2026,7,1,23,2,Summer
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-07-01 23:00:00.000000000,22.12665,83.483212,CO,25.0,28.0,26.0,48,Good,20.0,93.2,18.8,2026,7,1,23,2,Summer
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2026-07-01 23:00:00.000000000,21.258815,81.578979,PM2.5,9.0,17.0,12.0,11,Good,21.8,90.8,23.4,2026,7,1,23,2,Summer
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2026-07-01 23:00:00.000000000,21.371751,81.664929,CO,17.0,17.0,17.0,8,Good,24.2,81.0,26.6,2026,7,1,23,2,Summer
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-07-01 23:00:00.000000000,21.237755,81.705301,CO,10.0,13.0,11.0,23,Good,21.4,53.8,26.0,2026,7,1,23,2,Summer
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",2026-07-01 23:00:00.000000000,28.4706914,77.1099364,OZONE,27.0,62.0,46.0,31,Good,21.8,51.3,28.1,2026,7,1,23,2,Summer
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",2026-07-01 23:00:00.000000000,28.6573814,77.1585447,PM2.5,18.0,136.0,66.0,74,Moderate,19.3,37.2,7.2,2026,7,1,23,2,Summer
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",2026-07-01 23:00:00.000000000,28.6573814,77.1585447,OZONE,9.0,98.0,51.0,86,Moderate,31.5,45.7,21.1,2026,7,1,23,2,Summer
